Property ID,Column,Value in File 1,Value in File 2
PT-1014-914250,Owner Id,"['9d63c352-9596-4d5d-bce2-57c5d1bdd38c', 'a246f659-1939-419e-8082-343a2c959c55', '5d9e67b8-b1da-413e-bdbf-635dc3802263', '68c00544-0bdd-4cde-9a12-d0e8beb394ff', 'daadf787-db7d-4355-b714-6a212c2d3335']","['68c00544-0bdd-4cde-9a12-d0e8beb394ff', 'daadf787-db7d-4355-b714-6a212c2d3335', '9d63c352-9596-4d5d-bce2-57c5d1bdd38c', 'a246f659-1939-419e-8082-343a2c959c55', '5d9e67b8-b1da-413e-bdbf-635dc3802263']"
PT-1014-856267,Owner Id,"['adfa9219-8bf5-4872-9a26-fd54b156e8bf', 'dfa12206-ac19-45cc-9e21-fe6c730556a7']","['dfa12206-ac19-45cc-9e21-fe6c730556a7', 'adfa9219-8bf5-4872-9a26-fd54b156e8bf']"
PT-1014-710587,Owner Id,"['3db058c3-1a6e-4a1e-9c55-2e24c906c53f', '5814446e-d5a9-48b5-bb6e-7a3126838fbc', 'a924afee-5841-46c3-88a7-e793acb7c17c', '971ab8f9-1612-404c-92ae-24e4b9018540']","['3db058c3-1a6e-4a1e-9c55-2e24c906c53f', 'a924afee-5841-46c3-88a7-e793acb7c17c', '971ab8f9-1612-404c-92ae-24e4b9018540', '5814446e-d5a9-48b5-bb6e-7a3126838fbc']"
PT-1014-1224959,Owner Id,"['e86a6d6a-e4e6-4add-bc15-fe994840b5d5', '37750543-d3d8-4083-936e-78f05516cd6e', '658c0574-1ddd-4b91-892f-7b56f19b70ad', 'a5eea967-f809-490e-bae9-2e43bca45c50']","['a5eea967-f809-490e-bae9-2e43bca45c50', 'e86a6d6a-e4e6-4add-bc15-fe994840b5d5', '658c0574-1ddd-4b91-892f-7b56f19b70ad', '37750543-d3d8-4083-936e-78f05516cd6e']"
PT-1014-1139746,Owner Id,"['bbd3b2e2-525f-4394-b0a2-26ba4a33f656', '89140072-fc8a-4e4c-b277-aa28e89d833c', '2cf43494-aad1-4f30-b77c-2d6e1ba6ed26']","['2cf43494-aad1-4f30-b77c-2d6e1ba6ed26', '89140072-fc8a-4e4c-b277-aa28e89d833c', 'bbd3b2e2-525f-4394-b0a2-26ba4a33f656']"
PT-1014-877371,Owner Id,"['13919f76-6158-4dde-9b08-c6e0224d0667', '081d4d76-a242-4a11-a258-acbe51ba8908']","['081d4d76-a242-4a11-a258-acbe51ba8908', '13919f76-6158-4dde-9b08-c6e0224d0667']"
PT-1014-1519470,Owner Id,"['2f95afe4-d82b-4bb3-98db-296d0c18f4dc', '20d78078-e703-4106-9d12-5653954222ad', '8f906af1-f343-4af2-9a83-80f5d05f135c', 'c42699e3-5647-446e-818f-356a8c568c54']","['2f95afe4-d82b-4bb3-98db-296d0c18f4dc', '20d78078-e703-4106-9d12-5653954222ad', 'c42699e3-5647-446e-818f-356a8c568c54', '8f906af1-f343-4af2-9a83-80f5d05f135c']"
PT-1014-1011868,Owner Id,"['82562023-d624-49b9-b800-dfe8276f7462', '6a7d3099-1963-4e5c-96d4-bbccb2a19a97', 'd9fdfc8a-3cfd-4b2c-9d71-3b4dcd9d1b4c']","['6a7d3099-1963-4e5c-96d4-bbccb2a19a97', 'd9fdfc8a-3cfd-4b2c-9d71-3b4dcd9d1b4c', '82562023-d624-49b9-b800-dfe8276f7462']"
PT-1014-1991141,Owner Id,"['78b5c8f4-4991-4f01-8105-049f9372d309', 'b7fb6cf9-64c0-401e-9dd8-4e46fdd74d2d', 'c474f3e4-d3fe-49db-879e-f41935ad8ae7']","['78b5c8f4-4991-4f01-8105-049f9372d309', 'c474f3e4-d3fe-49db-879e-f41935ad8ae7', 'b7fb6cf9-64c0-401e-9dd8-4e46fdd74d2d']"
PT-1014-1159152,Owner Id,"['75763629-9b77-4f18-8d68-01239724c9af', 'ef1062f1-ec30-4e3f-a3ac-96f5b1ccf410']","['ef1062f1-ec30-4e3f-a3ac-96f5b1ccf410', '75763629-9b77-4f18-8d68-01239724c9af']"
PT-1014-1557317,Owner Id,"['06a4f45f-7718-45c2-9121-c3257c44b82d', '17f4d156-2d0a-4005-96e0-6c1c00aeea6d']","['17f4d156-2d0a-4005-96e0-6c1c00aeea6d', '06a4f45f-7718-45c2-9121-c3257c44b82d']"
PT-1014-840756,Owner Id,"['fc9928e3-6f24-494e-99d3-2a7960d838eb', 'bd4d4072-fb99-4451-bf0d-6d0156c1b834', 'dc47dc59-4bbc-41fc-bbc3-cf0dfcbddd2b', '7dbcbdb5-5f4d-43b9-9714-bdab1a59f621']","['fc9928e3-6f24-494e-99d3-2a7960d838eb', 'dc47dc59-4bbc-41fc-bbc3-cf0dfcbddd2b', '7dbcbdb5-5f4d-43b9-9714-bdab1a59f621', 'bd4d4072-fb99-4451-bf0d-6d0156c1b834']"
PT-1014-768965,Owner Id,"['8f124e36-d25c-4f74-9736-ee8776d3093a', '212d78c3-0b5f-464a-afe9-5fb7cd7278b1']","['212d78c3-0b5f-464a-afe9-5fb7cd7278b1', '8f124e36-d25c-4f74-9736-ee8776d3093a']"
PT-1014-1156234,Owner Id,"['ad7f56be-e7d3-4cc3-9308-f9048ec1848f', '2da3fa44-6ce1-4b49-bf06-059203ae2fb1']","['2da3fa44-6ce1-4b49-bf06-059203ae2fb1', 'ad7f56be-e7d3-4cc3-9308-f9048ec1848f']"
PT-1014-1210437,Owner Id,"['024a555c-650d-471e-bd3b-db90299f8848', 'f55fdff4-5781-40e7-901a-fdb2ca350829', '736f9276-44c6-4e63-987f-286e3b128462']","['024a555c-650d-471e-bd3b-db90299f8848', '736f9276-44c6-4e63-987f-286e3b128462', 'f55fdff4-5781-40e7-901a-fdb2ca350829']"
PT-1014-1548193,Owner Id,"['a020240b-36a5-42e6-82d7-a28660319668', '020c28ee-7fe0-4c82-92b7-345aabef4d95', 'c914cc13-14e7-48ec-9b3b-c5a81508c414']","['a020240b-36a5-42e6-82d7-a28660319668', 'c914cc13-14e7-48ec-9b3b-c5a81508c414', '020c28ee-7fe0-4c82-92b7-345aabef4d95']"
PT-1014-1019618,Owner Id,"['5ccaf188-f2c9-4a52-ace2-32002ff23c50', 'f52955fa-fe46-4cd6-b50a-490970fe4d64', '4a803456-839d-4cf8-bb2d-be561dda7aea', 'f1fe952e-b0e1-42a9-8e0f-154bdeff9f4a', '655d71c3-7639-4951-8b9c-a5dfdacd17fa']","['655d71c3-7639-4951-8b9c-a5dfdacd17fa', '4a803456-839d-4cf8-bb2d-be561dda7aea', 'f52955fa-fe46-4cd6-b50a-490970fe4d64', 'f1fe952e-b0e1-42a9-8e0f-154bdeff9f4a', '5ccaf188-f2c9-4a52-ace2-32002ff23c50']"
PT-1014-1411813,Owner Id,"['12c8e4b3-efb4-48a6-9748-fb2337266f50', 'a696b2db-1351-49ae-af80-0a5ab11317b0']","['a696b2db-1351-49ae-af80-0a5ab11317b0', '12c8e4b3-efb4-48a6-9748-fb2337266f50']"
PT-1014-859691,Owner Id,"['921fa2e7-2245-4ce0-aeef-110f864d9a4b', '797a2b91-bf8f-4214-83d9-477f70216d3e', '63c32dbd-3f3d-493c-ba53-637ba341f18a']","['797a2b91-bf8f-4214-83d9-477f70216d3e', '63c32dbd-3f3d-493c-ba53-637ba341f18a', '921fa2e7-2245-4ce0-aeef-110f864d9a4b']"
PT-1014-1774470,Owner Id,"['9d922305-3ad7-4759-94e4-92cda04d6169', 'faea9936-5813-47c7-94f3-79ab9cf9bf62', '2d62edea-35ef-48bc-9feb-ef57644b1a15', '000e7900-8b23-4c2a-9d5b-fb92b97fd13d', 'b2835c2e-f5b2-4982-878a-38704a1671c2']","['faea9936-5813-47c7-94f3-79ab9cf9bf62', '000e7900-8b23-4c2a-9d5b-fb92b97fd13d', '2d62edea-35ef-48bc-9feb-ef57644b1a15', '9d922305-3ad7-4759-94e4-92cda04d6169', 'b2835c2e-f5b2-4982-878a-38704a1671c2']"
PT-1014-1546302,Owner Id,"['5af96e0f-f947-435e-ba5d-e1a045aa4963', '506727d2-da65-46b0-bf23-d7ef0a28402b']","['506727d2-da65-46b0-bf23-d7ef0a28402b', '5af96e0f-f947-435e-ba5d-e1a045aa4963']"
PT-1014-772042,Owner Id,"['7f57c30d-7c8d-4b42-8110-4cf6553d5541', 'f37ec4fd-7a06-4fca-a86c-5a2d702e5d14']","['f37ec4fd-7a06-4fca-a86c-5a2d702e5d14', '7f57c30d-7c8d-4b42-8110-4cf6553d5541']"
PT-1014-2345069,Owner Id,"['ecde6c32-8d16-4b89-b432-b4c4902710ed', '760d9b93-eb8b-45df-a33f-80ed00cfe315']","['760d9b93-eb8b-45df-a33f-80ed00cfe315', 'ecde6c32-8d16-4b89-b432-b4c4902710ed']"
PT-1014-1139069,Owner Id,"['9af997ec-1817-41a9-8c8b-5ccece0bcb2c', 'fa4bde44-9dd6-4315-9073-a8308c69c48a']","['fa4bde44-9dd6-4315-9073-a8308c69c48a', '9af997ec-1817-41a9-8c8b-5ccece0bcb2c']"
PT-1014-1405390,Owner Id,"['93755a72-b7e5-4177-8557-569395a8fee8', 'dc09699d-e7ca-4d2a-b846-d534427c1287', 'c3b3ae25-d540-4922-9d56-bf4be5a08957']","['dc09699d-e7ca-4d2a-b846-d534427c1287', 'c3b3ae25-d540-4922-9d56-bf4be5a08957', '93755a72-b7e5-4177-8557-569395a8fee8']"
PT-1014-1549165,Owner Id,"['3db67098-57cb-42ef-ac06-6da9dce2db3f', 'f22e8b17-f679-4de8-acf8-a512d333ec51']","['f22e8b17-f679-4de8-acf8-a512d333ec51', '3db67098-57cb-42ef-ac06-6da9dce2db3f']"
PT-1014-993643,Owner Id,"['4f3bdc81-7219-4807-beb7-24fc7dcec62f', '1e4abca4-b24c-4e57-a1a8-8fa6fb4dd776', 'c4a3e5bc-fd6f-46e3-83ba-a848fdfe8132']","['1e4abca4-b24c-4e57-a1a8-8fa6fb4dd776', '4f3bdc81-7219-4807-beb7-24fc7dcec62f', 'c4a3e5bc-fd6f-46e3-83ba-a848fdfe8132']"
PT-1014-1596843,Owner Id,"['52b2e2ca-bd72-4f6c-a5e1-368690a02f3d', '5f0d805a-443e-4b0e-9253-85e84d20ea40', '77d386b1-c03c-4fc5-9b19-de7ae87983f2', 'be65aab9-c1c9-453c-9be3-847ada6c2f5b', 'b01cfe67-c31d-4c82-a04b-424c1652feca', '87b872e2-8b19-4b64-9e75-ab5f73d60d50', '3ff4c78a-e287-419e-bf0b-a50a16e748b0', '092b75f2-4a08-4485-a634-1f80c6de6191']","['092b75f2-4a08-4485-a634-1f80c6de6191', '77d386b1-c03c-4fc5-9b19-de7ae87983f2', 'be65aab9-c1c9-453c-9be3-847ada6c2f5b', '52b2e2ca-bd72-4f6c-a5e1-368690a02f3d', '5f0d805a-443e-4b0e-9253-85e84d20ea40', '3ff4c78a-e287-419e-bf0b-a50a16e748b0', '87b872e2-8b19-4b64-9e75-ab5f73d60d50', 'b01cfe67-c31d-4c82-a04b-424c1652feca']"
PT-1014-2003310,Owner Id,"['4338a8a5-4074-4a65-8932-4e0137ced8f5', 'ecaf0b20-9c90-498a-a614-0098d018436b', 'e6e27fab-e705-4cce-8189-b66aedfc37ca', '78ebdc9a-2c8a-4c32-88fd-ca1a5efacdcd']","['e6e27fab-e705-4cce-8189-b66aedfc37ca', '78ebdc9a-2c8a-4c32-88fd-ca1a5efacdcd', 'ecaf0b20-9c90-498a-a614-0098d018436b', '4338a8a5-4074-4a65-8932-4e0137ced8f5']"
PT-1014-1744239,Owner Id,"['85b8581c-757e-4e35-9c2a-19799320b41e', 'aef36c10-eaa3-40bf-9bf1-511e75b2b0c4', '88ad6275-793b-401c-a80c-e9abaf8e0406']","['88ad6275-793b-401c-a80c-e9abaf8e0406', '85b8581c-757e-4e35-9c2a-19799320b41e', 'aef36c10-eaa3-40bf-9bf1-511e75b2b0c4']"
PT-1014-765926,Owner Id,"['3a35652f-341d-450a-8a86-a4b69c074c51', '8a7d75d8-88be-4dc9-8aba-f94d94419d3f', '9a61d067-06b5-4d6c-b0ef-c82134d4aaec']","['9a61d067-06b5-4d6c-b0ef-c82134d4aaec', '8a7d75d8-88be-4dc9-8aba-f94d94419d3f', '3a35652f-341d-450a-8a86-a4b69c074c51']"
PT-1014-1033232,Owner Id,"['4be7da8c-f346-4f04-91bf-f06ef7ae8c66', 'c411f004-aab7-4321-ac9e-69bf4d67fcaf']","['c411f004-aab7-4321-ac9e-69bf4d67fcaf', '4be7da8c-f346-4f04-91bf-f06ef7ae8c66']"
PT-1014-1244458,Owner Id,"['d03610c5-a054-4338-b654-8d87f81db1a5', 'e602b132-cc99-4bb5-92b7-55ffde5daac2']","['e602b132-cc99-4bb5-92b7-55ffde5daac2', 'd03610c5-a054-4338-b654-8d87f81db1a5']"
PT-1014-866772,Owner Id,"['48a9cb75-8790-4d77-b55a-dc95b683d36b', '65a61aec-ebb7-42eb-a760-9af815664d2e', '1ba05116-7159-45bd-8b31-dac73913dd92', '8638f182-f646-439b-8106-2147cdd12979', '71a20e60-eb51-446e-93ff-e847baa10a05']","['8638f182-f646-439b-8106-2147cdd12979', '48a9cb75-8790-4d77-b55a-dc95b683d36b', '65a61aec-ebb7-42eb-a760-9af815664d2e', '71a20e60-eb51-446e-93ff-e847baa10a05', '1ba05116-7159-45bd-8b31-dac73913dd92']"
PT-1014-835648,Owner Id,"['ce35a5f4-753f-4538-8067-45c7586914df', '7f88b7a3-efaf-454e-9188-515b94d141e7', 'ca27e3bd-701d-4a11-b5de-e3c2cd34d58f']","['7f88b7a3-efaf-454e-9188-515b94d141e7', 'ca27e3bd-701d-4a11-b5de-e3c2cd34d58f', 'ce35a5f4-753f-4538-8067-45c7586914df']"
PT-1014-1412858,Owner Id,"['5520b989-b25e-4d7e-a9a4-8fc42c922780', '08177979-9e7c-4783-98d1-1c91c8235a9e', '6d105b21-238f-4513-9b1a-6de7134b9182']","['08177979-9e7c-4783-98d1-1c91c8235a9e', '5520b989-b25e-4d7e-a9a4-8fc42c922780', '6d105b21-238f-4513-9b1a-6de7134b9182']"
PT-1014-771556,Owner Id,"['fed4b046-2268-473f-b73b-e56d12d9c9ed', '8bae57ef-e232-441e-ac69-5533e1d4d7b4']","['8bae57ef-e232-441e-ac69-5533e1d4d7b4', 'fed4b046-2268-473f-b73b-e56d12d9c9ed']"
PT-1014-754804,Owner Id,"['212d78c3-0b5f-464a-afe9-5fb7cd7278b1', '61f550b4-551c-4d05-a3de-087aba614740']","['61f550b4-551c-4d05-a3de-087aba614740', '212d78c3-0b5f-464a-afe9-5fb7cd7278b1']"
PT-1014-890245,Owner Id,"['b383e82b-4ab3-4cfd-a779-58fe776b579e', '77efe7bc-3fed-43e8-9ef9-7045ac1277f7']","['77efe7bc-3fed-43e8-9ef9-7045ac1277f7', 'b383e82b-4ab3-4cfd-a779-58fe776b579e']"
PT-1014-1001528,Owner Id,"['8966fcab-201a-41d4-966e-ba1a4d3a01ff', 'b206d80c-8761-4f9f-9b7a-d71723841361', '26583299-ae1e-4ea3-99c6-f010bc252ccf', '011a2944-9769-414d-87ec-ee7617325c71', '596fddef-b496-47d0-a252-c44243ee4595']","['011a2944-9769-414d-87ec-ee7617325c71', '8966fcab-201a-41d4-966e-ba1a4d3a01ff', '26583299-ae1e-4ea3-99c6-f010bc252ccf', '596fddef-b496-47d0-a252-c44243ee4595', 'b206d80c-8761-4f9f-9b7a-d71723841361']"
PT-1014-913260,Owner Id,"['a588c232-dee3-4ead-9458-c17252216573', '40254135-17b8-4dfc-ab65-882909aeb6ce', 'bf3345f4-27a5-4527-8d96-881dc0f70092', 'ca40df3b-6b26-40c3-98f9-d831864ac4a4']","['bf3345f4-27a5-4527-8d96-881dc0f70092', '40254135-17b8-4dfc-ab65-882909aeb6ce', 'a588c232-dee3-4ead-9458-c17252216573', 'ca40df3b-6b26-40c3-98f9-d831864ac4a4']"
PT-1014-2449897,Owner Id,"['0a5e177f-da5d-42e0-8902-1f9b44114ac0', '3449ebee-af77-4b5a-8ee9-e52534a34895']","['3449ebee-af77-4b5a-8ee9-e52534a34895', '0a5e177f-da5d-42e0-8902-1f9b44114ac0']"
PT-1014-1758287,Owner Id,"['863bba3c-81f8-4acb-91f3-d38d1146cfb6', '7f470d51-9d7b-4b84-889c-622edabc78e4', '23d177d0-a8b6-4840-95e3-2624d6b0edc4', 'db0d021a-061c-4d04-99da-9033c7e82a95', '7ea0191c-417e-4793-b4fa-bc2997a06a33']","['db0d021a-061c-4d04-99da-9033c7e82a95', '7ea0191c-417e-4793-b4fa-bc2997a06a33', '23d177d0-a8b6-4840-95e3-2624d6b0edc4', '863bba3c-81f8-4acb-91f3-d38d1146cfb6', '7f470d51-9d7b-4b84-889c-622edabc78e4']"
PT-1014-999622,Owner Id,"['bd69dbc0-0635-42ed-911d-ef10c28206ec', '66d15959-acef-4956-8cba-039501fcc8f5']","['66d15959-acef-4956-8cba-039501fcc8f5', 'bd69dbc0-0635-42ed-911d-ef10c28206ec']"
PT-1014-868519,Owner Id,"['1b2d26d9-706b-40a1-82d0-ba76acd2c93f', '8d94d0fc-fbeb-447b-abf0-fdb8b1e79b23']","['8d94d0fc-fbeb-447b-abf0-fdb8b1e79b23', '1b2d26d9-706b-40a1-82d0-ba76acd2c93f']"
PT-1014-2031021,Owner Id,"['a45e81f6-fa8d-4dfe-98ba-2ffffff97918', 'b8e7bd45-42e5-46ca-af5b-94bdabe41c14']","['b8e7bd45-42e5-46ca-af5b-94bdabe41c14', 'a45e81f6-fa8d-4dfe-98ba-2ffffff97918']"
PT-1014-1774458,Owner Id,"['f2c1f36b-2022-496b-a904-3cfe408ba7b7', '9120b652-19c5-497a-82c7-8df9ef14dc9a', '0017d07e-a114-4710-8dd0-2a317ddc2aeb', 'dd6cb696-b515-4224-b840-44340bd78d0f', '7de58063-fe52-4974-8d3c-c7df0e8e669f']","['9120b652-19c5-497a-82c7-8df9ef14dc9a', 'dd6cb696-b515-4224-b840-44340bd78d0f', '0017d07e-a114-4710-8dd0-2a317ddc2aeb', '7de58063-fe52-4974-8d3c-c7df0e8e669f', 'f2c1f36b-2022-496b-a904-3cfe408ba7b7']"
PT-1014-1626537,Owner Id,"['d2b513ff-1f95-4f19-ad00-bb4dd3321dde', '622c8136-3013-49d2-b15e-1b42dfe249ec', '0cc34897-b9a0-4567-a151-4e68ab630276', '45c8f457-d301-4b21-83d1-695c5953a561', '08697dd2-140a-496e-9111-c97ba222166c']","['622c8136-3013-49d2-b15e-1b42dfe249ec', '0cc34897-b9a0-4567-a151-4e68ab630276', '08697dd2-140a-496e-9111-c97ba222166c', 'd2b513ff-1f95-4f19-ad00-bb4dd3321dde', '45c8f457-d301-4b21-83d1-695c5953a561']"
PT-1014-1241117,Owner Id,"['900f7ea5-7a1a-4627-ab9c-45e706abc7f4', '4aeb2c9f-b1d9-4d74-926c-4efecd69e7d9']","['4aeb2c9f-b1d9-4d74-926c-4efecd69e7d9', '900f7ea5-7a1a-4627-ab9c-45e706abc7f4']"
PT-1014-1991765,Owner Id,"['cbf0c594-a130-4be4-b817-57187e1b92ed', '9dc73866-9599-4f24-9429-cc68538087fd', '769b35ae-9c70-4759-b9bc-25592413bf5b', '2788a15c-8564-4ec8-a5af-2b18bd125c2a']","['769b35ae-9c70-4759-b9bc-25592413bf5b', '9dc73866-9599-4f24-9429-cc68538087fd', '2788a15c-8564-4ec8-a5af-2b18bd125c2a', 'cbf0c594-a130-4be4-b817-57187e1b92ed']"
PT-1014-779929,Owner Id,"['ba6b1f41-99ba-42fd-b54c-8ab5de6d0c68', '4d177dc3-cc42-4080-b810-b9d5fcc56891']","['4d177dc3-cc42-4080-b810-b9d5fcc56891', 'ba6b1f41-99ba-42fd-b54c-8ab5de6d0c68']"
PT-1014-774964,Owner Id,"['f1e0e972-3e26-45b3-8491-7494ce096bed', '297f93a0-daa9-4e59-a306-b2df7a9d2782']","['297f93a0-daa9-4e59-a306-b2df7a9d2782', 'f1e0e972-3e26-45b3-8491-7494ce096bed']"
PT-1014-898325,Owner Id,"['ec22d305-13ee-4a46-acb8-de1903cd3208', '2238ee08-c725-4d97-a954-6e545338c5d0', '6118d931-110b-4a04-a592-79828ce07e3d']","['2238ee08-c725-4d97-a954-6e545338c5d0', '6118d931-110b-4a04-a592-79828ce07e3d', 'ec22d305-13ee-4a46-acb8-de1903cd3208']"
PT-1014-860113,Owner Id,"['f9ff2e47-a096-4e0c-84b2-09c7928bd9fa', '1a1d329f-ad47-496b-90eb-dce0e408ec80', 'e589681e-430f-41f3-96c6-29586f8a41c4', 'f19c94ee-6bb7-492c-994b-85d7dbe5a7a3', '59d8a59e-4bbf-4144-a1a0-e7180a20fd59']","['f9ff2e47-a096-4e0c-84b2-09c7928bd9fa', '59d8a59e-4bbf-4144-a1a0-e7180a20fd59', 'f19c94ee-6bb7-492c-994b-85d7dbe5a7a3', 'e589681e-430f-41f3-96c6-29586f8a41c4', '1a1d329f-ad47-496b-90eb-dce0e408ec80']"
PT-1014-1775701,Owner Id,"['9b86062d-be51-4ae2-a260-30d1148738c2', 'baea51ba-0993-43cc-94d8-5fbb5ff9c7cd', '9d0456d8-6af5-43fa-8bfd-aab0f88e174f']","['9d0456d8-6af5-43fa-8bfd-aab0f88e174f', 'baea51ba-0993-43cc-94d8-5fbb5ff9c7cd', '9b86062d-be51-4ae2-a260-30d1148738c2']"
PT-1014-870229,Owner Id,"['8ed225cb-e5f3-4bc4-a47e-a005eda57c09', 'b8a6646b-4245-46c5-9b15-784fdab0ce23']","['b8a6646b-4245-46c5-9b15-784fdab0ce23', '8ed225cb-e5f3-4bc4-a47e-a005eda57c09']"
PT-1014-993622,Owner Id,"['441dedba-2c8c-4be2-be74-8e2e547c7c38', '595b55ce-1877-4ccc-8514-83e5ad4a5140']","['595b55ce-1877-4ccc-8514-83e5ad4a5140', '441dedba-2c8c-4be2-be74-8e2e547c7c38']"
PT-1014-784282,Owner Id,"['12373fa2-a162-42f1-af2f-2bdb04b9fcc2', 'd8de341f-0dac-496b-b3d9-525f9baa7cec']","['d8de341f-0dac-496b-b3d9-525f9baa7cec', '12373fa2-a162-42f1-af2f-2bdb04b9fcc2']"
PT-1014-1232430,Owner Id,"['c6c4a97e-b868-41c4-8b9b-0794e2f5f817', 'b8d10e89-fd41-4faa-acae-d9b59c0d4521', '276dfc08-a542-4fee-ae6f-98d15942c671']","['276dfc08-a542-4fee-ae6f-98d15942c671', 'c6c4a97e-b868-41c4-8b9b-0794e2f5f817', 'b8d10e89-fd41-4faa-acae-d9b59c0d4521']"
PT-1014-851472,Owner Id,"['572a37ec-0bb0-4f46-a295-fe14f9059754', '12ef3b76-716b-4dcb-9c50-3d986534d08c']","['12ef3b76-716b-4dcb-9c50-3d986534d08c', '572a37ec-0bb0-4f46-a295-fe14f9059754']"
PT-1014-1528075,Owner Id,"['962b72a6-971d-4144-8a2f-a47c3ecf4c33', '60b9122c-df20-4e30-a3ed-6fb6eaed4789']","['60b9122c-df20-4e30-a3ed-6fb6eaed4789', '962b72a6-971d-4144-8a2f-a47c3ecf4c33']"
PT-1014-1423497,Owner Id,"['0fb34cab-8f2c-4821-9eb9-5a57deaee11f', 'cc02d1c3-816e-4090-b638-3ca84797486d']","['cc02d1c3-816e-4090-b638-3ca84797486d', '0fb34cab-8f2c-4821-9eb9-5a57deaee11f']"
PT-1014-904635,Owner Id,"['c6a24af4-c04d-46ba-8bbb-3d59b282d644', '6de68f88-4113-49ba-aeec-ef4e11a10aa8', 'fe8a96fd-381d-4de5-899e-2c109ed906bb']","['fe8a96fd-381d-4de5-899e-2c109ed906bb', 'c6a24af4-c04d-46ba-8bbb-3d59b282d644', '6de68f88-4113-49ba-aeec-ef4e11a10aa8']"
PT-1014-1998983,Owner Id,"['b6b4d575-d1dd-47bb-a5db-060084681e5b', '457794c4-53ea-4709-bf0b-496b89c6c256']","['457794c4-53ea-4709-bf0b-496b89c6c256', 'b6b4d575-d1dd-47bb-a5db-060084681e5b']"
PT-1014-1146601,Owner Id,"['6b3edb45-19f0-4af3-8ccb-9aaf50188b89', 'fd6952e6-6546-4248-acbd-399d769b08ae', 'c003f56f-aa5d-4188-adb6-54e274eb77da']","['fd6952e6-6546-4248-acbd-399d769b08ae', 'c003f56f-aa5d-4188-adb6-54e274eb77da', '6b3edb45-19f0-4af3-8ccb-9aaf50188b89']"
PT-1014-982793,Owner Id,"['88c71d70-4c81-42fd-a44f-7120ac0933a3', '7f601f89-f0c9-4d73-be4d-df74ba50d5da']","['7f601f89-f0c9-4d73-be4d-df74ba50d5da', '88c71d70-4c81-42fd-a44f-7120ac0933a3']"
PT-1014-1621587,Owner Id,"['2954e744-ac83-4012-9457-d6a4d7daa32b', '45658bd9-4379-4ab3-91d5-719352e982f3']","['45658bd9-4379-4ab3-91d5-719352e982f3', '2954e744-ac83-4012-9457-d6a4d7daa32b']"
PT-1014-1678479,Owner Id,"['beb2881e-8372-4846-9799-25f2d351c610', '67c1ce21-f597-4130-840b-f6576a02eb16']","['67c1ce21-f597-4130-840b-f6576a02eb16', 'beb2881e-8372-4846-9799-25f2d351c610']"
PT-1014-706536,Owner Id,"['1cb43202-346f-4f54-ba01-48c3a8a7d808', '6b4e468a-4161-437b-9f65-1f24e63af7ac', 'f6610a01-47bf-4b3c-ac4f-c83aa7b51d66']","['6b4e468a-4161-437b-9f65-1f24e63af7ac', '1cb43202-346f-4f54-ba01-48c3a8a7d808', 'f6610a01-47bf-4b3c-ac4f-c83aa7b51d66']"
PT-1014-1034819,Owner Id,"['5d1f9884-233b-41d3-b7f2-aec5597fa09b', '667701df-5bc2-4409-a0b2-d4b54c6648b8']","['667701df-5bc2-4409-a0b2-d4b54c6648b8', '5d1f9884-233b-41d3-b7f2-aec5597fa09b']"
PT-1014-1039025,Owner Id,"['fc220e57-02f4-479c-b7ec-4d07a66cc0e9', 'd74e09fb-0a12-4d25-bde6-3b1ac7f4fabe', '476de2a7-f80d-4594-9f4b-6ecdac266390', 'aaf74924-9cc4-4bc4-9d5e-a1180eef6229']","['d74e09fb-0a12-4d25-bde6-3b1ac7f4fabe', '476de2a7-f80d-4594-9f4b-6ecdac266390', 'aaf74924-9cc4-4bc4-9d5e-a1180eef6229', 'fc220e57-02f4-479c-b7ec-4d07a66cc0e9']"
PT-1014-1665424,Owner Id,"['5fef4989-3469-4bde-b4f0-823c318d2f4b', 'e1f99c43-83ec-4f95-8de0-bcc78b6ed3e7', '1fe66055-14e9-471e-86ad-024c590acc0f', 'f37baf32-6f68-42fd-8ac8-c52d06550fa8']","['f37baf32-6f68-42fd-8ac8-c52d06550fa8', '5fef4989-3469-4bde-b4f0-823c318d2f4b', '1fe66055-14e9-471e-86ad-024c590acc0f', 'e1f99c43-83ec-4f95-8de0-bcc78b6ed3e7']"
PT-1014-2280942,Owner Id,"['098ccbcb-385b-4ff2-a02f-50880eac3d0e', '304b4987-1563-44a5-91ae-fdaf23766d67', '135ffd1c-fe4c-4bbb-a0d8-29af1451d1a3', '76b2e4ad-ec41-43bb-ae8e-7bbd69728042']","['135ffd1c-fe4c-4bbb-a0d8-29af1451d1a3', '76b2e4ad-ec41-43bb-ae8e-7bbd69728042', '098ccbcb-385b-4ff2-a02f-50880eac3d0e', '304b4987-1563-44a5-91ae-fdaf23766d67']"
PT-1014-1411676,Owner Id,"['6bd47738-7ed5-4c3e-8742-ce2d3623bb11', 'b7ae1974-bb91-403c-b4a3-89778a26d761']","['b7ae1974-bb91-403c-b4a3-89778a26d761', '6bd47738-7ed5-4c3e-8742-ce2d3623bb11']"
