Property ID,Column,Value in File 1,Value in File 2
PT-1014-1548178,Owner Id,"['33d41ee0-94fe-458b-b70d-99bbd308d914', '6638dfcd-20bc-4ffa-96ba-abfd812c0eca']","['6638dfcd-20bc-4ffa-96ba-abfd812c0eca', '33d41ee0-94fe-458b-b70d-99bbd308d914']"
PT-1014-1226048,Owner Id,"['e56a4bb5-85c6-4e2d-9108-34c15a4bb30b', '36c47f3e-3ca4-46ee-a1d7-57e3d6f010a2']","['36c47f3e-3ca4-46ee-a1d7-57e3d6f010a2', 'e56a4bb5-85c6-4e2d-9108-34c15a4bb30b']"
PT-1014-978925,Owner Id,"['f8afc2ef-a093-4eac-9882-1c47c0750782', '0b21d001-f4ee-4992-81c6-b7f085d2c510']","['0b21d001-f4ee-4992-81c6-b7f085d2c510', 'f8afc2ef-a093-4eac-9882-1c47c0750782']"
PT-1014-1398188,Owner Id,"['e1991b36-7a00-493a-a1b9-2d947190a7f6', 'e430fabf-255b-49b0-a673-664fbac8ba78']","['e430fabf-255b-49b0-a673-664fbac8ba78', 'e1991b36-7a00-493a-a1b9-2d947190a7f6']"
PT-1014-1211725,Owner Id,"['3bc51439-08f2-4c97-9aaa-c7a1c5caad6b', 'c5f0a4ed-cbee-40ee-99a1-95d8e3ac0852']","['c5f0a4ed-cbee-40ee-99a1-95d8e3ac0852', '3bc51439-08f2-4c97-9aaa-c7a1c5caad6b']"
PT-1014-882229,Owner Id,"['4372fbbe-cd80-4791-8ff2-5c5878f659f9', 'd45900df-d1f1-4733-b573-f775cc0dd9c3', '797fef3f-06f8-426d-84b6-fea406bf2252']","['797fef3f-06f8-426d-84b6-fea406bf2252', '4372fbbe-cd80-4791-8ff2-5c5878f659f9', 'd45900df-d1f1-4733-b573-f775cc0dd9c3']"
PT-1014-1776350,Owner Id,"['48eb0bf6-b30c-4699-ac0a-0d4207540d1b', '3e33fe53-063e-4105-abd1-08817643a5e0']","['3e33fe53-063e-4105-abd1-08817643a5e0', '48eb0bf6-b30c-4699-ac0a-0d4207540d1b']"
PT-1014-1030092,Owner Id,"['ec82f9a8-8788-4c11-a0ae-0da7f3de4ed6', 'dc143446-6582-4d04-92eb-38dfcd10a4b6', 'e67597f6-e3db-49a0-8b81-bbaf1484cd79']","['e67597f6-e3db-49a0-8b81-bbaf1484cd79', 'dc143446-6582-4d04-92eb-38dfcd10a4b6', 'ec82f9a8-8788-4c11-a0ae-0da7f3de4ed6']"
PT-1014-858316,Owner Id,"['1ccebdef-1b1d-4773-9ceb-877625b7c139', 'c15fcb67-a25c-4934-88b6-b0f2176c6e7d', 'c307943b-8851-466e-a4a2-059e5d7cdfaa']","['c15fcb67-a25c-4934-88b6-b0f2176c6e7d', 'c307943b-8851-466e-a4a2-059e5d7cdfaa', '1ccebdef-1b1d-4773-9ceb-877625b7c139']"
PT-1014-978387,Owner Id,"['8c083150-2a3d-4e08-a4e5-7c38e0df6956', '2bf880c7-8e76-417f-86f5-9bea7066ded0']","['2bf880c7-8e76-417f-86f5-9bea7066ded0', '8c083150-2a3d-4e08-a4e5-7c38e0df6956']"
PT-1014-891932,Owner Id,"['9c2bbd03-b4b3-4c1a-8e55-1a93793479af', '5f7c1693-5b0e-44ad-81c7-d36009cf9d4e']","['5f7c1693-5b0e-44ad-81c7-d36009cf9d4e', '9c2bbd03-b4b3-4c1a-8e55-1a93793479af']"
PT-1014-867532,Owner Id,"['754b1cd9-9ce0-4c93-9c03-de100fc1011b', 'df7aaf63-2001-4e66-b315-f8894adf4775', '3a8e3451-2cfe-4d16-8b3d-86c5ec1cf575', 'e2c2b1e4-725d-49f6-9788-db6e35bc14ac']","['3a8e3451-2cfe-4d16-8b3d-86c5ec1cf575', 'df7aaf63-2001-4e66-b315-f8894adf4775', '754b1cd9-9ce0-4c93-9c03-de100fc1011b', 'e2c2b1e4-725d-49f6-9788-db6e35bc14ac']"
PT-1014-903032,Owner Id,"['317d7d6b-c504-457b-9a95-4c7b5ffe4a5b', '07e58c3d-4c88-4f35-a207-c6ffba201137']","['07e58c3d-4c88-4f35-a207-c6ffba201137', '317d7d6b-c504-457b-9a95-4c7b5ffe4a5b']"
PT-1014-1002757,Owner Id,"['5e814b1d-5daf-4013-afc8-ada9bf0bbd27', '396091e0-b48c-4067-81fa-8b65218d7e1a']","['396091e0-b48c-4067-81fa-8b65218d7e1a', '5e814b1d-5daf-4013-afc8-ada9bf0bbd27']"
PT-1014-1625819,Owner Id,"['c2305ca0-296a-4f46-89cd-41f9e03664a4', 'bd34b7cb-43a0-4864-bef4-f2709fbf1a35']","['bd34b7cb-43a0-4864-bef4-f2709fbf1a35', 'c2305ca0-296a-4f46-89cd-41f9e03664a4']"
PT-1014-1223823,Owner Id,"['7e684ae5-634a-4f5e-a47b-ec293c4816f0', '4cb734b3-1d08-4fa2-9eed-0231a827c13c']","['4cb734b3-1d08-4fa2-9eed-0231a827c13c', '7e684ae5-634a-4f5e-a47b-ec293c4816f0']"
PT-1014-1143012,Owner Id,"['dd626360-1e75-44b5-9658-8288f93c3144', '839903da-751a-485c-9564-8fa1eb29016a']","['839903da-751a-485c-9564-8fa1eb29016a', 'dd626360-1e75-44b5-9658-8288f93c3144']"
PT-1014-1149511,Owner Id,"['cb51d4a4-198e-4f6f-b28d-b18f87987a5e', 'c8f4cab2-479d-4bc8-8a5b-0f9661d4e4f0', 'b28a1443-46d3-4b85-8093-d3bbe984406f']","['b28a1443-46d3-4b85-8093-d3bbe984406f', 'c8f4cab2-479d-4bc8-8a5b-0f9661d4e4f0', 'cb51d4a4-198e-4f6f-b28d-b18f87987a5e']"
PT-1014-988255,Owner Id,"['5542e120-3336-4b28-82d5-2feee45b21ab', 'cd7d67d1-d9aa-46fc-9ce8-76f351fffcad']","['cd7d67d1-d9aa-46fc-9ce8-76f351fffcad', '5542e120-3336-4b28-82d5-2feee45b21ab']"
PT-1014-2323422,Owner Id,"['97c5d474-a98b-4254-9b93-cef015e20a0a', '7e6b285b-0969-435f-aef4-963af727eb12']","['7e6b285b-0969-435f-aef4-963af727eb12', '97c5d474-a98b-4254-9b93-cef015e20a0a']"
PT-1014-1394976,Owner Id,"['79e3f0fa-4fea-4ae1-b5c6-e66c5c47b51f', 'e001c011-a93a-44b0-a6d5-9ca1113de4eb']","['e001c011-a93a-44b0-a6d5-9ca1113de4eb', '79e3f0fa-4fea-4ae1-b5c6-e66c5c47b51f']"
PT-1014-1477431,Owner Id,"['678ec5c8-4e33-4b15-ab93-75e62fb441f9', '91e840fb-f1e7-4b1d-9b3b-32a5f0110680']","['91e840fb-f1e7-4b1d-9b3b-32a5f0110680', '678ec5c8-4e33-4b15-ab93-75e62fb441f9']"
PT-1014-1033427,Owner Id,"['5a114c65-8182-40af-8d8b-9d78fb930bfa', '1a1bee20-a839-49d5-a36e-6f6a7d92d375']","['1a1bee20-a839-49d5-a36e-6f6a7d92d375', '5a114c65-8182-40af-8d8b-9d78fb930bfa']"
PT-1014-2062109,Owner Id,"['f47810a7-0d3c-456b-841d-0c33da51ef77', '9066d249-cec4-49a1-9556-1bc14d02c62b']","['9066d249-cec4-49a1-9556-1bc14d02c62b', 'f47810a7-0d3c-456b-841d-0c33da51ef77']"
PT-1014-979940,Owner Id,"['48a856ff-ced9-400b-b311-954c95298363', 'c76b9e55-3481-45c1-a45d-7835f824b414', 'fa959b3b-623d-4667-99ea-1d9e3cd81a87']","['c76b9e55-3481-45c1-a45d-7835f824b414', 'fa959b3b-623d-4667-99ea-1d9e3cd81a87', '48a856ff-ced9-400b-b311-954c95298363']"
PT-1014-894405,Owner Id,"['d914a02d-e642-4695-8bc1-53861789cdfb', 'daa6d0d8-75db-47a6-a5c5-247462dcb066', '12f2b464-f478-402c-ba9b-c10f76641688']","['12f2b464-f478-402c-ba9b-c10f76641688', 'd914a02d-e642-4695-8bc1-53861789cdfb', 'daa6d0d8-75db-47a6-a5c5-247462dcb066']"
PT-1014-1135863,Owner Id,"['1d35dbfe-3116-454a-915c-0009537c20d4', '828cc1e0-5335-4a59-9f51-5b7b56b0de5f', '889647f6-b1d1-48dd-bcec-16f044b45f78']","['889647f6-b1d1-48dd-bcec-16f044b45f78', '828cc1e0-5335-4a59-9f51-5b7b56b0de5f', '1d35dbfe-3116-454a-915c-0009537c20d4']"
PT-1014-1043933,Owner Id,"['688d2296-c9c0-4140-8811-5b3024cef572', '550616fa-3a9f-4c89-83d7-0b7bff39bf0a', 'b3fb4141-26ef-4a9e-82b9-1e6289c1b432']","['b3fb4141-26ef-4a9e-82b9-1e6289c1b432', '688d2296-c9c0-4140-8811-5b3024cef572', '550616fa-3a9f-4c89-83d7-0b7bff39bf0a']"
PT-1014-1040322,Owner Id,"['82c82c32-8db8-453b-832f-83b0f17e30a4', '98a7d806-eec1-4339-b0da-d8196b9c2669']","['98a7d806-eec1-4339-b0da-d8196b9c2669', '82c82c32-8db8-453b-832f-83b0f17e30a4']"
PT-1014-1701360,Owner Id,"['f3e7f0e0-1a79-4c9f-85da-baf9d79d61dd', '36b75fb2-6449-4f04-ba05-f6ace9589ec2']","['36b75fb2-6449-4f04-ba05-f6ace9589ec2', 'f3e7f0e0-1a79-4c9f-85da-baf9d79d61dd']"
PT-1014-1612242,Owner Id,"['cf47fba8-1909-406e-b537-877e9268fe39', '3b0d9014-f4fb-442e-ab46-b675c308f5e5', '617dc691-3bbc-48dc-9077-ec091c542fd4']","['3b0d9014-f4fb-442e-ab46-b675c308f5e5', 'cf47fba8-1909-406e-b537-877e9268fe39', '617dc691-3bbc-48dc-9077-ec091c542fd4']"
PT-1014-1678039,Owner Id,"['2e2f4b8e-01c9-4719-8b31-2d2b8aaa8c78', 'ecb063fe-e944-44b7-881f-6e1036f93d9c']","['ecb063fe-e944-44b7-881f-6e1036f93d9c', '2e2f4b8e-01c9-4719-8b31-2d2b8aaa8c78']"
PT-1014-1227614,Owner Id,"['96ce63ec-1f7a-420a-8e2a-680c376a584f', '9ce75883-a5d5-4c40-a414-3e92176fe292']","['9ce75883-a5d5-4c40-a414-3e92176fe292', '96ce63ec-1f7a-420a-8e2a-680c376a584f']"
PT-1014-2066093,Owner Id,"['eb63635e-71f9-4535-8b39-c0af50a063a6', 'ad2d0b99-9b9d-40e5-afdd-afd3c4d4c7d0', 'eef55de6-f887-4848-997a-5094b7ba6201']","['ad2d0b99-9b9d-40e5-afdd-afd3c4d4c7d0', 'eef55de6-f887-4848-997a-5094b7ba6201', 'eb63635e-71f9-4535-8b39-c0af50a063a6']"
PT-1014-998905,Owner Id,"['d3aa80ea-8d72-4cb4-9df7-fa21adbd92ad', 'cf3221c3-0f8a-4ffb-a55f-e62c781f2e1a', '4d8abed9-7cca-43f2-9487-ad554b02e6c9']","['d3aa80ea-8d72-4cb4-9df7-fa21adbd92ad', '4d8abed9-7cca-43f2-9487-ad554b02e6c9', 'cf3221c3-0f8a-4ffb-a55f-e62c781f2e1a']"
PT-1014-905545,Owner Id,"['5cbec872-1059-498f-972b-53b603340c9f', 'f1273197-cace-4120-88e5-e2070b44e270']","['f1273197-cace-4120-88e5-e2070b44e270', '5cbec872-1059-498f-972b-53b603340c9f']"
PT-1014-898990,Owner Id,"['e045a028-89d1-48ab-802e-a05b86929d01', '45f37bb7-8f58-4249-931a-684d62a89a59', 'f8661e3e-3a86-4154-b5ca-9dae84a8b6e9', 'ae1e2e45-67b2-4f88-b771-c84860d37864']","['e045a028-89d1-48ab-802e-a05b86929d01', 'ae1e2e45-67b2-4f88-b771-c84860d37864', 'f8661e3e-3a86-4154-b5ca-9dae84a8b6e9', '45f37bb7-8f58-4249-931a-684d62a89a59']"
PT-1014-1734623,Owner Id,"['4034d6fb-eeef-4350-9ca3-6e499be86dba', '1a3d7b0d-e651-43fe-95d4-8e8dc8ec0a8e']","['1a3d7b0d-e651-43fe-95d4-8e8dc8ec0a8e', '4034d6fb-eeef-4350-9ca3-6e499be86dba']"
PT-1014-1034814,Owner Id,"['5d1f9884-233b-41d3-b7f2-aec5597fa09b', '667701df-5bc2-4409-a0b2-d4b54c6648b8']","['667701df-5bc2-4409-a0b2-d4b54c6648b8', '5d1f9884-233b-41d3-b7f2-aec5597fa09b']"
PT-1014-981840,Owner Id,"['b88ce849-4493-4889-93df-988b67efa66b', 'c49f04ca-2e91-4a64-98b7-6268b71ddf74', 'b808ba3f-4327-43b6-973e-2a8258ae77e5', '3dcfa001-862a-4b38-9da9-8dd57e180ea2']","['3dcfa001-862a-4b38-9da9-8dd57e180ea2', 'c49f04ca-2e91-4a64-98b7-6268b71ddf74', 'b88ce849-4493-4889-93df-988b67efa66b', 'b808ba3f-4327-43b6-973e-2a8258ae77e5']"
PT-1014-1615702,Owner Id,"['973eb422-c277-4e8f-8ea4-6736b4136dad', '7388e7bf-a281-48e7-827f-0c40d6848e93']","['7388e7bf-a281-48e7-827f-0c40d6848e93', '973eb422-c277-4e8f-8ea4-6736b4136dad']"
PT-1014-877611,Owner Id,"['9f9cadd3-9bb5-47e6-baf8-232f21d53c0f', '7afde1a5-acea-494f-9ad9-cfb0becf1733']","['7afde1a5-acea-494f-9ad9-cfb0becf1733', '9f9cadd3-9bb5-47e6-baf8-232f21d53c0f']"
PT-1014-912030,Owner Id,"['7b377da0-9659-4c78-904c-5c4e372abee7', '2afe2fef-f90c-4425-97c0-45802d8dd101', 'f2ee6ce6-281c-4876-a138-700afcc5d957', '8673af2f-fd71-4aa5-b27c-a693e5f0f1e4', 'd0564926-e333-4f62-b29d-eb1b68c392a9', '51ab7249-5bbe-4c12-b2ae-a244bd7d9b1d']","['7b377da0-9659-4c78-904c-5c4e372abee7', '51ab7249-5bbe-4c12-b2ae-a244bd7d9b1d', '2afe2fef-f90c-4425-97c0-45802d8dd101', '8673af2f-fd71-4aa5-b27c-a693e5f0f1e4', 'f2ee6ce6-281c-4876-a138-700afcc5d957', 'd0564926-e333-4f62-b29d-eb1b68c392a9']"
PT-1014-1563343,Owner Id,"['e44aa14f-06e9-4caf-b7c6-928937c3693a', '2bc0f21d-caaa-47ac-9bce-df31e9fb6ad6']","['2bc0f21d-caaa-47ac-9bce-df31e9fb6ad6', 'e44aa14f-06e9-4caf-b7c6-928937c3693a']"
PT-1014-757782,Owner Id,"['874095fe-d74d-4fac-a762-74823026c1b8', 'a63d79d9-f01c-492d-96be-a0f0346c028f']","['a63d79d9-f01c-492d-96be-a0f0346c028f', '874095fe-d74d-4fac-a762-74823026c1b8']"
PT-1014-1575305,Owner Id,"['05a6758c-4cb7-469d-a460-793ca5f435c0', '7045fbbd-dd7c-458b-a698-57168b5efb87']","['7045fbbd-dd7c-458b-a698-57168b5efb87', '05a6758c-4cb7-469d-a460-793ca5f435c0']"
PT-1014-1753918,Owner Id,"['c0b5d57c-c35a-4c20-b8af-db73e300f2ae', 'c754694e-6eca-4e4f-8abf-4009bd5b7332']","['c754694e-6eca-4e4f-8abf-4009bd5b7332', 'c0b5d57c-c35a-4c20-b8af-db73e300f2ae']"
PT-1014-1592578,Owner Id,"['44d58ce2-0dff-452a-b707-9cc3d263f8fc', 'ea0a0629-c976-40bb-8c32-cdc320ef9482', 'b4386fd7-e18e-4e5d-b11b-10988368a2aa', 'd782ca2b-cae8-4e13-a84b-6189290de26b', 'e3cb061b-6213-4658-b188-f40744d59254', '8163bfed-3337-4040-b327-1a6c17d7c155']","['ea0a0629-c976-40bb-8c32-cdc320ef9482', 'd782ca2b-cae8-4e13-a84b-6189290de26b', '8163bfed-3337-4040-b327-1a6c17d7c155', 'e3cb061b-6213-4658-b188-f40744d59254', 'b4386fd7-e18e-4e5d-b11b-10988368a2aa', '44d58ce2-0dff-452a-b707-9cc3d263f8fc']"
PT-1014-765889,Owner Id,"['dcb9952d-b48e-465a-97c9-3e00a466b2f8', 'e15e80dc-a476-49fa-9bc0-0615acfc72ef', '8a7d75d8-88be-4dc9-8aba-f94d94419d3f']","['8a7d75d8-88be-4dc9-8aba-f94d94419d3f', 'e15e80dc-a476-49fa-9bc0-0615acfc72ef', 'dcb9952d-b48e-465a-97c9-3e00a466b2f8']"
PT-1014-1288190,Owner Id,"['1580cf85-8bfd-4f7b-b174-84dc47aa74fe', '971a8868-e78e-4da5-9dac-3d73f321376b', '2408e132-095f-49c6-9a09-25d33e0df8a3']","['2408e132-095f-49c6-9a09-25d33e0df8a3', '971a8868-e78e-4da5-9dac-3d73f321376b', '1580cf85-8bfd-4f7b-b174-84dc47aa74fe']"
PT-1014-874608,Owner Id,"['0e1c9b85-3193-4827-9005-a5e79f4e0eb7', '7433e7dd-5687-4daa-b55b-a5384115d25a', '8109f96e-e2dd-47c7-9e72-2dbcc46f9dfe']","['7433e7dd-5687-4daa-b55b-a5384115d25a', '8109f96e-e2dd-47c7-9e72-2dbcc46f9dfe', '0e1c9b85-3193-4827-9005-a5e79f4e0eb7']"
PT-1014-1230181,Owner Id,"['d271f28e-fe4b-439f-9681-c57831464d83', '724f6dae-b928-4588-a5d3-405ce502ba70']","['724f6dae-b928-4588-a5d3-405ce502ba70', 'd271f28e-fe4b-439f-9681-c57831464d83']"
PT-1014-834573,Owner Id,"['2c1e2396-9b92-4cf9-a848-43437ba2ceb2', 'fdbb3832-a64f-4419-b038-bc97a628e592']","['fdbb3832-a64f-4419-b038-bc97a628e592', '2c1e2396-9b92-4cf9-a848-43437ba2ceb2']"
PT-1014-2064175,Owner Id,"['c311f3a4-c1b8-4daf-ae47-3f5f55e3fc90', '016b9ef9-974a-4151-aabc-5b072bef017f']","['016b9ef9-974a-4151-aabc-5b072bef017f', 'c311f3a4-c1b8-4daf-ae47-3f5f55e3fc90']"
PT-1014-1694548,Owner Id,"['cfe6a0d8-c65d-4513-be41-7cd32ddf2757', '0aa39a0d-4eb6-4263-a229-fabf0003f8f2']","['0aa39a0d-4eb6-4263-a229-fabf0003f8f2', 'cfe6a0d8-c65d-4513-be41-7cd32ddf2757']"
PT-1014-1038552,Owner Id,"['03607017-932e-4643-b122-6b0151d0f256', '27eeb630-430f-468b-a015-d9e5b813b134']","['27eeb630-430f-468b-a015-d9e5b813b134', '03607017-932e-4643-b122-6b0151d0f256']"
PT-1014-1718347,Owner Id,"['945e3425-16d3-442b-8774-e1813e7f085b', '79ea95a8-68b0-4de0-81f3-ac06c615222d', 'f93a2751-f351-464f-95aa-902c576755d0']","['79ea95a8-68b0-4de0-81f3-ac06c615222d', 'f93a2751-f351-464f-95aa-902c576755d0', '945e3425-16d3-442b-8774-e1813e7f085b']"
PT-1014-1418758,Owner Id,"['b48ec4cb-4abb-4f49-a83f-51150912c574', 'a616b8d9-1eea-48f1-b035-b99a2adf9c34']","['a616b8d9-1eea-48f1-b035-b99a2adf9c34', 'b48ec4cb-4abb-4f49-a83f-51150912c574']"
PT-1014-985625,Owner Id,"['6a278fc2-ff50-41da-82c2-d09e85d0229e', 'a4cc28b5-be65-4e09-8ef7-2b6e736f5f9b']","['a4cc28b5-be65-4e09-8ef7-2b6e736f5f9b', '6a278fc2-ff50-41da-82c2-d09e85d0229e']"
PT-1014-1160690,Owner Id,"['52c85ab1-3069-4a26-b647-b8ba0bd364d7', 'f82feb78-2701-4b1d-97c9-30fb3c3a442c', 'c8fb13eb-b655-4e99-84f2-dde514eb182a']","['52c85ab1-3069-4a26-b647-b8ba0bd364d7', 'c8fb13eb-b655-4e99-84f2-dde514eb182a', 'f82feb78-2701-4b1d-97c9-30fb3c3a442c']"
PT-1014-1000391,Owner Id,"['c3bab66c-8056-43e7-b8c3-7b9755d77afc', '131ac8d6-2e63-4eee-b6bc-f0837f44f27c']","['131ac8d6-2e63-4eee-b6bc-f0837f44f27c', 'c3bab66c-8056-43e7-b8c3-7b9755d77afc']"
PT-1014-1591546,Owner Id,"['d3516cbf-e952-4fe9-a29e-4373454bd4d9', '878d5dae-82b9-4f6b-ac6a-de09fa1a67a3']","['878d5dae-82b9-4f6b-ac6a-de09fa1a67a3', 'd3516cbf-e952-4fe9-a29e-4373454bd4d9']"
PT-1014-1012561,Owner Id,"['180b3aa5-6ad4-412b-95b3-f74e5385bef6', '8ab68737-56b9-4c1d-b148-fd877b20da47']","['8ab68737-56b9-4c1d-b148-fd877b20da47', '180b3aa5-6ad4-412b-95b3-f74e5385bef6']"
PT-1014-757096,Owner Id,"['96890c8c-06f2-43c1-9c15-466315cf52d0', 'a45d6735-0b7d-4c10-bf83-4f74d362c6ac', 'c4534613-5668-4fd7-8a4a-6921a3020af4', 'b139d54b-0379-4f71-9236-d98b4faa4fd6']","['b139d54b-0379-4f71-9236-d98b4faa4fd6', 'a45d6735-0b7d-4c10-bf83-4f74d362c6ac', '96890c8c-06f2-43c1-9c15-466315cf52d0', 'c4534613-5668-4fd7-8a4a-6921a3020af4']"
PT-1014-1417543,Owner Id,"['f5a97f09-af7a-421f-b192-67f22ef30e79', 'bf98c65e-83fe-4f1b-8b71-ced3d6e8b2a7']","['bf98c65e-83fe-4f1b-8b71-ced3d6e8b2a7', 'f5a97f09-af7a-421f-b192-67f22ef30e79']"
PT-1014-2024246,Owner Id,"['04c5e1fa-da5c-458f-8522-77ebff49c4df', 'bd871c36-e0a3-461a-8056-fa64f44a2fd1']","['bd871c36-e0a3-461a-8056-fa64f44a2fd1', '04c5e1fa-da5c-458f-8522-77ebff49c4df']"
PT-1014-758083,Owner Id,"['9d327533-5d2a-4d74-b434-2aeca16d4b1f', '21f02811-9a5d-4f89-b6ee-b9dd5b911d19']","['21f02811-9a5d-4f89-b6ee-b9dd5b911d19', '9d327533-5d2a-4d74-b434-2aeca16d4b1f']"
PT-1014-2443168,Owner Id,"['e84a4d75-48a9-4931-a645-547e343ecdb9', 'e14c0e0a-0968-487d-b1d9-8e4d421ed83b']","['e14c0e0a-0968-487d-b1d9-8e4d421ed83b', 'e84a4d75-48a9-4931-a645-547e343ecdb9']"
PT-1014-1534082,Owner Id,"['bebc5c84-de05-4963-99bb-1df61a7d1a90', '7bc9c4dd-9229-41d7-8820-80918aad0ddd']","['7bc9c4dd-9229-41d7-8820-80918aad0ddd', 'bebc5c84-de05-4963-99bb-1df61a7d1a90']"
PT-1014-1687660,Owner Id,"['5487c7bf-6602-42d3-9d0d-794eb21e9730', '10b9aef5-4dc6-435a-8c06-317e67288ef7']","['10b9aef5-4dc6-435a-8c06-317e67288ef7', '5487c7bf-6602-42d3-9d0d-794eb21e9730']"
PT-1014-1552106,Owner Id,"['b1ef07b0-6884-468f-a482-605ceb4514ff', 'c606ece9-d015-4087-9bb5-f8b3800b7291']","['c606ece9-d015-4087-9bb5-f8b3800b7291', 'b1ef07b0-6884-468f-a482-605ceb4514ff']"
PT-1014-901140,Owner Id,"['ffac511d-e91d-43d7-b934-ceb000cf914b', '5e7b4bb7-1566-4bc4-8308-20e15ac13c6d']","['5e7b4bb7-1566-4bc4-8308-20e15ac13c6d', 'ffac511d-e91d-43d7-b934-ceb000cf914b']"
PT-1014-877954,Owner Id,"['a40ccada-5ade-48f6-9029-e5fb37421b2b', '676f0537-c84a-4c69-9eb3-1502da3ee2b7']","['676f0537-c84a-4c69-9eb3-1502da3ee2b7', 'a40ccada-5ade-48f6-9029-e5fb37421b2b']"
PT-1014-1205094,Owner Id,"['0deb4bfc-ad90-4200-b482-e76daf215712', 'b9ea6855-00bc-44d2-ae6d-71f193035719']","['b9ea6855-00bc-44d2-ae6d-71f193035719', '0deb4bfc-ad90-4200-b482-e76daf215712']"
PT-1014-852915,Owner Id,"['f487b41a-30d3-42d4-8988-971ca7b74e37', 'e216cfc3-2217-495e-a5d4-5359403aa707']","['e216cfc3-2217-495e-a5d4-5359403aa707', 'f487b41a-30d3-42d4-8988-971ca7b74e37']"
PT-1014-1729175,Owner Id,"['b39b0241-3353-4083-b2ca-3b14ed541a45', 'f121b800-8a19-4202-8870-4c6a4068dc2e']","['f121b800-8a19-4202-8870-4c6a4068dc2e', 'b39b0241-3353-4083-b2ca-3b14ed541a45']"
PT-1014-766238,Owner Id,"['5eff9458-3259-4640-8dfd-1b0155f1eef5', 'bc5f7392-2fa7-4d29-91d7-4dbf5f469247', '9e314bf8-ef44-4df3-8e64-2468ef7b49db', 'c50222ed-f551-4999-bde0-44c25b921fac']","['9e314bf8-ef44-4df3-8e64-2468ef7b49db', 'c50222ed-f551-4999-bde0-44c25b921fac', 'bc5f7392-2fa7-4d29-91d7-4dbf5f469247', '5eff9458-3259-4640-8dfd-1b0155f1eef5']"
PT-1014-989507,Owner Id,"['710e8b14-ddd7-456f-b6ca-2208330ab23f', '74f80062-c387-4ce3-abd7-0e506aba1616']","['74f80062-c387-4ce3-abd7-0e506aba1616', '710e8b14-ddd7-456f-b6ca-2208330ab23f']"
PT-1014-1222853,Owner Id,"['b8cf2f9a-ad61-443c-a7e1-1cdfc20b8a1b', 'a2c041ba-5142-447e-8a18-d669452269eb']","['a2c041ba-5142-447e-8a18-d669452269eb', 'b8cf2f9a-ad61-443c-a7e1-1cdfc20b8a1b']"
PT-1014-1152576,Owner Id,"['00566596-a142-4783-98c3-54514390800e', '1c7af7da-7ea7-4b2a-8d85-b2874da9e32b']","['1c7af7da-7ea7-4b2a-8d85-b2874da9e32b', '00566596-a142-4783-98c3-54514390800e']"
PT-1014-1153905,Owner Id,"['f2f67b83-b155-485b-9226-c1705496e93a', 'becdc5f5-4aea-42c9-a4c9-0807fb0aa2a2']","['becdc5f5-4aea-42c9-a4c9-0807fb0aa2a2', 'f2f67b83-b155-485b-9226-c1705496e93a']"
PT-1014-1134523,Owner Id,"['c300a651-89ba-43ca-8b4f-147f8f6e9385', '5ec0d528-2049-401f-ab9d-01c168f6cfa5', '39b13872-e84b-4576-bdec-725510e2bc7f']","['5ec0d528-2049-401f-ab9d-01c168f6cfa5', '39b13872-e84b-4576-bdec-725510e2bc7f', 'c300a651-89ba-43ca-8b4f-147f8f6e9385']"
PT-1014-2451423,Owner Id,"['aa201af6-ff47-4283-b61e-78a5949c5f95', '81d27f9d-543c-4ab3-9b3d-05af9f8a80d5']","['81d27f9d-543c-4ab3-9b3d-05af9f8a80d5', 'aa201af6-ff47-4283-b61e-78a5949c5f95']"
PT-1014-2075808,Owner Id,"['fe6d8955-18ce-4f21-9fc5-4594fe21fb64', '0fad8690-327e-4db2-96a2-29e205dd7594']","['0fad8690-327e-4db2-96a2-29e205dd7594', 'fe6d8955-18ce-4f21-9fc5-4594fe21fb64']"
PT-1014-1605093,Owner Id,"['deb9631a-5fd7-4f13-8d15-121660d64b1f', 'a57b6cd6-5519-495f-b6cd-68d4ba1f0750', '1a82b39e-01d4-4a92-825e-6cb2d550f6a5']","['1a82b39e-01d4-4a92-825e-6cb2d550f6a5', 'deb9631a-5fd7-4f13-8d15-121660d64b1f', 'a57b6cd6-5519-495f-b6cd-68d4ba1f0750']"
